Timestamp,Full Name,Email Address,City/Location,Brands heard of,Brands used,Asian Paints Rating,Berger Paints Rating,Birla Paints Rating,Nippon Paints Rating,Important factors,Preferred brand,Reason for preference,Would recommend,Feedback/Suggestions
2025-04-26 11:34:51,Ansh Shere,vasanasrivastava@example.org,Bengaluru,"Nippon Paints, Birla Paints",None,,,3.0,3.0,"Availability, Brand Reputation, Price, Durability",,,,
2025-02-07 01:46:07,Chanchal Dara,mandakavya@example.org,Bengaluru,"Birla Paints, Berger Paints",Birla Paints,,3.0,4.0,,"Eco-friendliness, Color Variety, Customer Support",Birla Paints,"Value for money, Trusted brand reputation, Good customer service",Yes,"Nothing, satisfied with current products (specifically for Nippon Paints)"
2025-03-18 16:26:30,Upadhriti Raman,ekapaddevan@example.com,Bengaluru,"Nippon Paints, Birla Paints, Berger Paints, Asian Paints",Asian Paints,3.0,1.0,3.0,3.0,"Color Variety, Durability, Customer Support, Brand Reputation",Asian Paints,Long-lasting durability,Maybe,
2025-02-13 22:35:14,Yoshita Kaur,advika05@example.net,Bengaluru,"Asian Paints, Birla Paints, Berger Paints",Birla Paints,3.0,1.0,3.0,,"Availability, Brand Reputation, Price, Color Variety",Birla Paints,"Easy availability in Bengaluru, Good customer service, Wide color selection",Maybe,Better coverage per liter
2025-03-20 18:56:34,Yutika Contractor,saumya13@example.org,Bengaluru,"Birla Paints, Asian Paints","Asian Paints, Birla Paints",4.0,,3.0,,"Brand Reputation, Price, Customer Support, Availability",Asian Paints,"Trusted brand reputation, Value for money, Good customer service",Yes,Better marketing to explain product differences
2025-02-23 14:23:01,Upasna Kadakia,babunitara@example.net,Bengaluru,"Asian Paints, Nippon Paints, Birla Paints",None,3.0,,3.0,3.0,"Color Variety, Customer Support, Brand Reputation",,,,
2025-02-08 04:04:14,Advik Mammen,eesha10@example.org,Bengaluru,"Asian Paints, Nippon Paints, Birla Paints, Berger Paints, Other: Jotun","Berger Paints, Nippon Paints",3.0,3.0,3.0,3.0,"Eco-friendliness, Price, Color Variety, Customer Support",Berger Paints,Value for money,Maybe,
2025-04-20 11:52:41,Madhav Ratta,mdey@example.org,Bengaluru,"Nippon Paints, Asian Paints, Other: Kansai Nerolac",Nippon Paints,2.0,,,3.0,"Brand Reputation, Durability, Eco-friendliness, Customer Support, Color Variety",Nippon Paints,"Wide color selection, Value for money",Maybe,
2025-03-09 20:56:21,Devansh Yadav,kaurmitesh@example.net,Bengaluru,"Nippon Paints, Berger Paints","Nippon Paints, Berger Paints",,4.0,,3.0,"Availability, Customer Support, Price, Color Variety, Brand Reputation",Berger Paints,Eco-friendly options,Yes,
2025-04-10 23:05:34,Maanav Baral,ganesanwridesh@example.net,Bengaluru,"Berger Paints, Asian Paints, Birla Paints, Nippon Paints","Berger Paints, Asian Paints",5.0,3.0,2.0,2.0,"Price, Customer Support, Availability",Asian Paints,"Long-lasting durability, Trusted brand reputation",Yes,
2025-03-07 18:59:52,Raghav Deep,ekanta23@example.com,Bengaluru,"Berger Paints, Nippon Paints, Other: Indigo Paints",Berger Paints,,5.0,,3.0,"Eco-friendliness, Brand Reputation, Availability, Price",Berger Paints,Eco-friendly options,Yes,
2025-04-26 23:02:39,Varsha Krish,tanaysodhi@example.net,Bengaluru,"Birla Paints, Berger Paints, Asian Paints, Nippon Paints",Asian Paints,4.0,1.0,3.0,3.0,"Durability, Eco-friendliness, Customer Support",Asian Paints,"Trusted brand reputation, Wide color selection, Value for money",Yes,Faster drying time for humid Bengaluru climate
2025-04-04 08:42:06,Henry Puri,nihal92@example.org,Bengaluru,"Birla Paints, Nippon Paints, Asian Paints, Other: Jotun","Asian Paints, Nippon Paints",4.0,,3.0,3.0,"Price, Eco-friendliness, Availability, Durability",Asian Paints,Eco-friendly options,Yes,
2025-03-10 06:41:29,Charan Golla,waidasarna@example.net,Bengaluru,"Birla Paints, Nippon Paints, Other: Indigo Paints",Nippon Paints,,,4.0,5.0,"Brand Reputation, Availability, Color Variety, Eco-friendliness, Customer Support",Nippon Paints,Wide color selection,Yes,
2025-04-18 10:21:28,Tanmayi Vig,srinivasannidra@example.org,Bengaluru,"Asian Paints, Nippon Paints, Other: Dulux","Asian Paints, Nippon Paints",3.0,,,3.0,"Availability, Eco-friendliness, Durability",Asian Paints,"Value for money, Good quality (3 rating), Long-lasting durability",Maybe,Lower prices (specifically for Berger Paints)
2025-04-03 11:40:40,Anamika Buch,hemangmohanty@example.com,Bengaluru,"Nippon Paints, Asian Paints, Berger Paints, Birla Paints","Berger Paints, Birla Paints",4.0,5.0,3.0,2.0,"Customer Support, Availability, Color Variety",Berger Paints,"Wide color selection, Easy availability in Bengaluru, Long-lasting durability",Yes,More eco-friendly products
2025-03-04 13:09:58,Indali Parekh,kchandra@example.net,Bengaluru,"Asian Paints, Birla Paints",Asian Paints,3.0,,1.0,,"Eco-friendliness, Brand Reputation, Availability, Durability, Color Variety",Asian Paints,"Eco-friendly options, Trusted brand reputation, Good customer service",Maybe,
2025-04-16 23:57:09,Kai Iyengar,aadhya01@example.com,Bengaluru,"Asian Paints, Nippon Paints, Birla Paints","Asian Paints, Nippon Paints, Birla Paints",3.0,,3.0,3.0,"Availability, Color Variety, Eco-friendliness, Durability",Asian Paints,"Eco-friendly options, Value for money",Maybe,"Nothing, satisfied with current products"
2025-02-03 04:03:13,Triveni Sha,waligirish@example.net,Bengaluru,"Birla Paints, Berger Paints, Nippon Paints, Asian Paints",None,2.0,3.0,4.0,2.0,"Color Variety, Availability, Price",,,,
2025-02-01 22:13:11,Jagrati Tailor,vartywridesh@example.com,Bengaluru,"Asian Paints, Berger Paints, Nippon Paints","Berger Paints, Asian Paints, Nippon Paints",4.0,3.0,,3.0,"Durability, Color Variety, Brand Reputation",Asian Paints,"Good customer service, Wide color selection",Yes,Improve customer support in Bengaluru (specifically for Nippon Paints)
2025-04-26 08:11:32,Eesha Hans,daksha91@example.com,Bengaluru,"Berger Paints, Birla Paints, Asian Paints, Nippon Paints","Berger Paints, Asian Paints, Birla Paints",4.0,3.0,4.0,3.0,"Eco-friendliness, Availability, Durability",Asian Paints,Eco-friendly options,Yes,
2025-04-07 08:04:10,Yashoda Palan,bishakha05@example.org,Bengaluru,"Nippon Paints, Asian Paints, Birla Paints",Birla Paints,3.0,,4.0,4.0,"Durability, Price, Color Variety, Eco-friendliness, Brand Reputation",Birla Paints,Eco-friendly options,Yes,
2025-02-16 23:54:43,Lavanya Chahal,kamalaguha@example.com,Bengaluru,"Berger Paints, Asian Paints","Berger Paints, Asian Paints",3.0,3.0,,,"Color Variety, Durability, Brand Reputation, Availability",Asian Paints,"Good quality (3 rating), Value for money",Maybe,
2025-04-09 06:07:51,Ati Vora,bhanumatiatwal@example.org,Bengaluru,"Nippon Paints, Birla Paints",Birla Paints,,,3.0,2.0,"Brand Reputation, Durability, Eco-friendliness, Customer Support, Color Variety",Birla Paints,"Good customer service, Wide color selection, Good quality (3 rating)",Maybe,Better coverage per liter
2025-03-26 06:59:05,Matthew Dash,khannayashawini@example.com,Bengaluru,"Asian Paints, Nippon Paints, Berger Paints, Birla Paints","Asian Paints, Nippon Paints",3.0,3.0,4.0,3.0,"Color Variety, Availability, Durability",Asian Paints,"Good quality (3 rating), Easy availability in Bengaluru",Maybe,Faster drying time for humid Bengaluru climate (specifically for Asian Paints)
2025-03-01 08:26:15,Dayita Agrawal,adas@example.com,Bengaluru,"Asian Paints, Nippon Paints","Asian Paints, Nippon Paints",3.0,,,4.0,"Customer Support, Price, Color Variety, Durability, Brand Reputation",Nippon Paints,Good customer service,Yes,"Nothing, satisfied with current products"
2025-03-05 16:20:03,Laksh Mody,hkulkarni@example.net,Bengaluru,"Nippon Paints, Birla Paints, Asian Paints, Berger Paints","Nippon Paints, Birla Paints, Berger Paints",2.0,4.0,4.0,2.0,"Color Variety, Brand Reputation, Availability",Berger Paints,"Good quality (4 rating), Trusted brand reputation",Yes,
2025-03-20 12:56:42,Amrita Prashad,sameshborah@example.net,Bengaluru,"Birla Paints, Asian Paints, Nippon Paints","Birla Paints, Asian Paints",5.0,,5.0,2.0,"Eco-friendliness, Price, Color Variety, Durability, Availability",Asian Paints,Good customer service,Yes,
2025-02-27 01:44:52,Devika Lanka,pingleliam@example.com,Bengaluru,"Asian Paints, Nippon Paints, Birla Paints","Nippon Paints, Asian Paints",3.0,,3.0,4.0,"Color Variety, Eco-friendliness, Customer Support",Nippon Paints,"Good customer service, Value for money",Yes,Improve color options
2025-02-14 04:47:28,Hiral Balan,finn74@example.com,Bengaluru,"Asian Paints, Birla Paints, Berger Paints","Berger Paints, Asian Paints",4.0,5.0,2.0,,"Eco-friendliness, Durability, Availability",Asian Paints,"Good customer service, Value for money",Yes,Improve customer support in Bengaluru
2025-02-03 19:08:09,Mugdha Dhawan,urattan@example.com,Bengaluru,"Nippon Paints, Birla Paints, Asian Paints","Asian Paints, Nippon Paints, Birla Paints",3.0,,2.0,3.0,"Eco-friendliness, Customer Support, Availability, Brand Reputation",Asian Paints,Long-lasting durability,Maybe,
2025-02-21 04:50:23,Triya Viswanathan,karan99@example.com,Bengaluru,"Asian Paints, Nippon Paints, Berger Paints, Birla Paints","Birla Paints, Nippon Paints",2.0,4.0,3.0,4.0,"Eco-friendliness, Customer Support, Color Variety, Brand Reputation",Nippon Paints,Long-lasting durability,Yes,Better marketing to explain product differences
2025-03-02 01:15:50,Kritika Roy,rachita92@example.com,Bengaluru,"Berger Paints, Birla Paints, Asian Paints, Nippon Paints","Nippon Paints, Berger Paints, Birla Paints",2.0,4.0,5.0,3.0,"Eco-friendliness, Color Variety, Brand Reputation, Durability, Availability",Birla Paints,Good customer service,Yes,Better coverage per liter
2025-04-10 20:39:14,Jacob Pandit,daksha02@example.org,Bengaluru,"Birla Paints, Berger Paints",Birla Paints,,2.0,4.0,,"Brand Reputation, Durability, Availability",Birla Paints,"Trusted brand reputation, Wide color selection",Yes,
2025-02-24 10:04:28,Janya Saini,rameshucchal@example.com,Bengaluru,"Nippon Paints, Birla Paints",Nippon Paints,,,3.0,5.0,"Durability, Price, Brand Reputation, Customer Support",Nippon Paints,"Easy availability in Bengaluru, Value for money, Eco-friendly options",Yes,
2025-03-01 05:47:49,Upma Kannan,qprakash@example.org,Bengaluru,"Birla Paints, Berger Paints","Berger Paints, Birla Paints",,4.0,3.0,,"Color Variety, Availability, Price, Brand Reputation",Berger Paints,"Trusted brand reputation, Good quality (4 rating), Eco-friendly options",Yes,
2025-03-29 14:30:43,Brinda Varghese,dratti@example.com,Bengaluru,"Berger Paints, Nippon Paints",Nippon Paints,,3.0,,4.0,"Eco-friendliness, Brand Reputation, Durability, Price, Customer Support",Nippon Paints,"Long-lasting durability, Eco-friendly options, Easy availability in Bengaluru",Yes,Lower prices
2025-03-04 05:45:30,Peter Suresh,vrittitailor@example.net,Bengaluru,"Birla Paints, Asian Paints, Berger Paints, Nippon Paints",Berger Paints,3.0,4.0,3.0,3.0,"Customer Support, Eco-friendliness, Brand Reputation, Availability, Price",Berger Paints,"Good quality (4 rating), Good customer service, Long-lasting durability",Yes,
2025-02-22 07:19:50,Kalpit Parekh,kadedeepa@example.com,Bengaluru,"Birla Paints, Nippon Paints, Asian Paints, Other: Jotun",Asian Paints,5.0,,3.0,2.0,"Price, Durability, Eco-friendliness, Availability",Asian Paints,Trusted brand reputation,Yes,Better marketing to explain product differences
2025-02-15 20:42:41,Keya Sunder,vedikarandhawa@example.com,Bengaluru,"Nippon Paints, Berger Paints, Asian Paints",None,3.0,3.0,,2.0,"Color Variety, Availability, Eco-friendliness, Brand Reputation, Price",,,,Improve color options
2025-02-01 19:09:27,Anirudh Sandal,bhavsarmitesh@example.com,Bengaluru,"Berger Paints, Asian Paints","Asian Paints, Berger Paints",4.0,3.0,,,"Price, Durability, Brand Reputation",Asian Paints,"Long-lasting durability, Good customer service",Yes,
2025-02-13 04:25:10,Henry Bail,kala21@example.net,Bengaluru,"Asian Paints, Nippon Paints, Berger Paints",Nippon Paints,3.0,4.0,,4.0,"Price, Color Variety, Durability, Brand Reputation, Customer Support",Nippon Paints,"Eco-friendly options, Value for money",Yes,
2025-02-18 10:53:19,Gauri Doctor,bhavya81@example.com,Bengaluru,"Berger Paints, Birla Paints, Other: Indigo Paints",Birla Paints,,3.0,2.0,,"Eco-friendliness, Availability, Color Variety, Durability, Customer Support",Birla Paints,"Eco-friendly options, Wide color selection, Value for money",No,
2025-02-08 06:33:25,Harsh Luthra,banjeet38@example.com,Bengaluru,"Nippon Paints, Berger Paints, Asian Paints, Birla Paints",Nippon Paints,3.0,3.0,4.0,3.0,"Durability, Eco-friendliness, Price",Nippon Paints,Easy availability in Bengaluru,Maybe,
2025-02-26 19:08:47,Arjun Sankar,ganesangaurang@example.org,Bengaluru,"Birla Paints, Nippon Paints, Asian Paints, Other: Jotun","Birla Paints, Nippon Paints",3.0,,4.0,5.0,"Availability, Customer Support, Color Variety, Price",Nippon Paints,"Eco-friendly options, Good customer service",Yes,
2025-04-12 11:02:30,Vritti Madan,kalpit70@example.org,Bengaluru,"Asian Paints, Nippon Paints, Birla Paints, Berger Paints","Berger Paints, Asian Paints",3.0,4.0,3.0,3.0,"Brand Reputation, Durability, Customer Support, Eco-friendliness, Color Variety",Berger Paints,"Good quality (4 rating), Easy availability in Bengaluru",Yes,
2025-04-09 11:13:42,Ishwar Tandon,sherezehaan@example.com,Bengaluru,"Birla Paints, Nippon Paints, Asian Paints, Berger Paints","Birla Paints, Berger Paints",2.0,4.0,4.0,2.0,"Customer Support, Price, Color Variety, Durability",Berger Paints,Easy availability in Bengaluru,Yes,Lower prices
2025-04-13 08:50:47,Azaan Tata,osha90@example.com,Bengaluru,"Birla Paints, Nippon Paints, Asian Paints",None,3.0,,2.0,3.0,"Color Variety, Durability, Customer Support",,,,Improve customer support in Bengaluru (specifically for Birla Paints)
2025-04-22 15:09:45,Vincent Ravi,jsastry@example.org,Bengaluru,"Berger Paints, Asian Paints",None,1.0,2.0,,,"Availability, Brand Reputation, Eco-friendliness, Color Variety",,,,
2025-04-10 18:46:19,Libni Narasimhan,veda11@example.net,Bengaluru,"Birla Paints, Berger Paints, Asian Paints, Nippon Paints","Berger Paints, Birla Paints, Asian Paints",4.0,5.0,3.0,2.0,"Durability, Eco-friendliness, Availability, Price",Berger Paints,Wide color selection,Yes,
2025-03-14 04:31:30,Rushil Trivedi,ukarnik@example.com,Bengaluru,"Asian Paints, Birla Paints",Birla Paints,4.0,,2.0,,"Brand Reputation, Color Variety, Customer Support, Availability, Durability",Birla Paints,"Trusted brand reputation, Eco-friendly options",No,Better availability in Bengaluru suburbs (specifically for Asian Paints)
2025-03-10 14:21:42,Warjas Sur,pahalyogi@example.org,Bengaluru,"Asian Paints, Nippon Paints","Asian Paints, Nippon Paints",2.0,,,4.0,"Brand Reputation, Customer Support, Price, Color Variety, Durability",Nippon Paints,Long-lasting durability,Yes,Improve color options (specifically for Asian Paints)
2025-02-16 08:33:54,Turvi Baral,morepriya@example.org,Bengaluru,"Nippon Paints, Berger Paints, Other: Indigo Paints","Berger Paints, Nippon Paints",,3.0,,3.0,"Customer Support, Brand Reputation, Availability, Price",Nippon Paints,"Long-lasting durability, Good quality (3 rating), Eco-friendly options",Maybe,
2025-02-05 15:13:50,Bhavna Babu,udantrandhawa@example.org,Bengaluru,"Birla Paints, Nippon Paints, Berger Paints",Berger Paints,,4.0,3.0,2.0,"Color Variety, Durability, Brand Reputation, Customer Support",Berger Paints,"Trusted brand reputation, Good customer service",Yes,More durable finishes for monsoon season (specifically for Nippon Paints)
2025-04-19 18:00:55,Riya Bhakta,ekbalrout@example.com,Bengaluru,"Berger Paints, Nippon Paints, Birla Paints",Nippon Paints,,1.0,3.0,4.0,"Customer Support, Price, Color Variety, Eco-friendliness, Brand Reputation",Nippon Paints,"Easy availability in Bengaluru, Wide color selection",Yes,
2025-03-15 17:49:46,Rachit Joshi,banjeet70@example.org,Bengaluru,"Berger Paints, Nippon Paints, Birla Paints, Asian Paints","Asian Paints, Nippon Paints, Birla Paints",3.0,4.0,3.0,2.0,"Eco-friendliness, Brand Reputation, Customer Support, Price, Color Variety",Nippon Paints,"Wide color selection, Value for money",No,
2025-02-02 16:42:38,Upadhriti Brar,tedwin@example.com,Bengaluru,"Asian Paints, Berger Paints, Nippon Paints","Asian Paints, Berger Paints, Nippon Paints",3.0,3.0,,4.0,"Eco-friendliness, Customer Support, Price, Availability",Nippon Paints,Good quality (4 rating),Yes,
2025-02-25 03:22:37,Suhani Kumar,sarkaryamini@example.net,Bengaluru,"Berger Paints, Nippon Paints, Birla Paints, Asian Paints",Birla Paints,2.0,3.0,2.0,4.0,"Availability, Eco-friendliness, Color Variety, Durability",Birla Paints,"Wide color selection, Value for money",No,"Nothing, satisfied with current products"
2025-04-21 09:35:10,Yagnesh Bajwa,sastryaarini@example.org,Bengaluru,"Birla Paints, Asian Paints",Birla Paints,2.0,,4.0,,"Availability, Color Variety, Price, Eco-friendliness, Customer Support",Birla Paints,"Easy availability in Bengaluru, Eco-friendly options, Long-lasting durability",Yes,
2025-03-20 04:00:07,Faras Kata,hbhatnagar@example.net,Bengaluru,"Nippon Paints, Berger Paints, Asian Paints",Asian Paints,4.0,3.0,,3.0,"Customer Support, Color Variety, Durability, Brand Reputation",Asian Paints,"Long-lasting durability, Wide color selection, Good quality (4 rating)",Yes,Improve color options (specifically for Nippon Paints)
2025-04-20 23:54:41,Shravya Dave,anita20@example.com,Bengaluru,"Nippon Paints, Asian Paints, Birla Paints, Berger Paints","Berger Paints, Birla Paints",3.0,4.0,5.0,3.0,"Durability, Availability, Customer Support",Birla Paints,"Easy availability in Bengaluru, Long-lasting durability",Yes,Better coverage per liter
2025-03-06 08:34:18,Kashvi Subramaniam,aarushkrish@example.net,Bengaluru,"Nippon Paints, Birla Paints, Asian Paints, Berger Paints","Nippon Paints, Berger Paints",3.0,3.0,4.0,3.0,"Durability, Eco-friendliness, Color Variety, Price, Availability",Berger Paints,"Wide color selection, Trusted brand reputation, Eco-friendly options",Maybe,
2025-04-09 11:01:22,Dipta Dey,comarupadhriti@example.net,Bengaluru,"Nippon Paints, Birla Paints, Asian Paints",Birla Paints,4.0,,3.0,1.0,"Eco-friendliness, Customer Support, Price, Color Variety, Durability",Birla Paints,"Good quality (3 rating), Good customer service",Maybe,
2025-04-03 05:35:56,Hiral Chaudhuri,michael47@example.org,Bengaluru,"Birla Paints, Berger Paints, Nippon Paints","Birla Paints, Nippon Paints",,3.0,3.0,4.0,"Availability, Eco-friendliness, Color Variety, Customer Support, Price",Nippon Paints,"Long-lasting durability, Value for money, Good quality (4 rating)",Yes,
2025-02-09 16:56:04,Udant Bhatt,ssundaram@example.com,Bengaluru,"Asian Paints, Berger Paints, Birla Paints, Other: Indigo Paints",None,2.0,2.0,1.0,,"Color Variety, Brand Reputation, Availability, Customer Support",,,,Improve customer support in Bengaluru (specifically for Asian Paints)
2025-04-03 03:48:26,Adweta Agarwal,triveni04@example.net,Bengaluru,"Berger Paints, Birla Paints, Asian Paints, Nippon Paints","Birla Paints, Nippon Paints, Berger Paints",2.0,2.0,2.0,4.0,"Customer Support, Price, Color Variety, Eco-friendliness, Durability",Nippon Paints,Trusted brand reputation,Yes,
2025-03-20 00:26:32,Nirja Zachariah,yashica51@example.com,Bengaluru,"Nippon Paints, Asian Paints, Berger Paints","Berger Paints, Asian Paints, Nippon Paints",4.0,4.0,,3.0,"Color Variety, Price, Eco-friendliness, Brand Reputation, Durability",Asian Paints,"Trusted brand reputation, Eco-friendly options",Yes,
2025-04-27 17:26:22,Victor Ramachandran,quincybehl@example.net,Bengaluru,"Berger Paints, Nippon Paints, Birla Paints, Asian Paints","Berger Paints, Nippon Paints",2.0,3.0,2.0,5.0,"Durability, Eco-friendliness, Color Variety, Price",Nippon Paints,"Eco-friendly options, Easy availability in Bengaluru, Good customer service",Yes,
2025-03-17 07:48:27,Lila Mani,pdesai@example.com,Bengaluru,"Birla Paints, Berger Paints, Nippon Paints, Asian Paints","Asian Paints, Berger Paints, Birla Paints",4.0,3.0,4.0,3.0,"Eco-friendliness, Availability, Brand Reputation, Color Variety, Durability",Asian Paints,Eco-friendly options,Yes,
2025-03-21 21:12:07,Kashish Kamdar,atharvtandon@example.org,Bengaluru,"Asian Paints, Nippon Paints, Birla Paints, Berger Paints, Other: Dulux","Nippon Paints, Birla Paints",1.0,2.0,3.0,3.0,"Color Variety, Brand Reputation, Price, Availability",Birla Paints,Good customer service,Maybe,
2025-04-01 04:56:46,Nihal Gour,chadavedant@example.org,Bengaluru,"Asian Paints, Birla Paints, Nippon Paints, Berger Paints","Birla Paints, Asian Paints, Nippon Paints",3.0,4.0,4.0,3.0,"Color Variety, Durability, Price, Eco-friendliness",Birla Paints,"Eco-friendly options, Long-lasting durability",Yes,Lower prices
2025-04-03 10:08:53,Ganga Sengupta,mbose@example.net,Bengaluru,"Nippon Paints, Berger Paints",None,,3.0,,4.0,"Brand Reputation, Durability, Price, Eco-friendliness",,,,
2025-04-22 13:19:56,Anika Nagy,aarnavbumb@example.net,Bengaluru,"Nippon Paints, Asian Paints","Nippon Paints, Asian Paints",4.0,,,4.0,"Eco-friendliness, Color Variety, Price, Availability",Asian Paints,"Value for money, Easy availability in Bengaluru, Good customer service",Yes,More durable finishes for monsoon season (specifically for Asian Paints)
2025-04-07 20:21:48,Arin Mallick,pranav86@example.net,Bengaluru,"Nippon Paints, Berger Paints, Other: Kansai Nerolac",Berger Paints,,3.0,,3.0,"Durability, Customer Support, Price, Brand Reputation",Berger Paints,"Trusted brand reputation, Good quality (3 rating), Value for money",Maybe,
2025-04-09 18:33:51,Nitara Varghese,jyoti00@example.org,Bengaluru,"Birla Paints, Nippon Paints, Berger Paints","Birla Paints, Nippon Paints, Berger Paints",,4.0,4.0,4.0,"Customer Support, Durability, Color Variety",Berger Paints,Good quality (4 rating),Yes,
2025-04-12 19:39:57,Tanay Wason,cheriannidhi@example.com,Bengaluru,"Berger Paints, Nippon Paints, Birla Paints, Asian Paints",Asian Paints,4.0,2.0,4.0,3.0,"Brand Reputation, Customer Support, Price, Eco-friendliness, Availability",Asian Paints,"Good customer service, Trusted brand reputation, Easy availability in Bengaluru",Yes,"Nothing, satisfied with current products"
2025-03-26 04:27:00,Arjun Datta,ukamdar@example.org,Bengaluru,"Nippon Paints, Asian Paints, Birla Paints","Nippon Paints, Asian Paints, Birla Paints",5.0,,3.0,5.0,"Customer Support, Eco-friendliness, Availability",Asian Paints,"Long-lasting durability, Eco-friendly options, Value for money",Yes,Lower prices (specifically for Berger Paints)
2025-04-27 14:52:49,Nihal Mammen,obasu@example.org,Bengaluru,"Asian Paints, Berger Paints, Nippon Paints",Asian Paints,4.0,2.0,,2.0,"Price, Color Variety, Customer Support, Durability, Eco-friendliness",Asian Paints,"Wide color selection, Easy availability in Bengaluru, Good quality (4 rating)",Yes,Better marketing to explain product differences
2025-04-05 19:22:12,Yuvraj Saha,sanerachita@example.com,Bengaluru,"Asian Paints, Nippon Paints","Nippon Paints, Asian Paints",3.0,,,4.0,"Availability, Customer Support, Brand Reputation, Color Variety, Price",Nippon Paints,"Long-lasting durability, Trusted brand reputation, Good quality (4 rating)",Yes,Better availability in Bengaluru suburbs
2025-03-22 21:17:26,Krisha Banerjee,praneelchandran@example.org,Bengaluru,"Birla Paints, Nippon Paints, Other: Jotun",Birla Paints,,,4.0,2.0,"Customer Support, Eco-friendliness, Availability",Birla Paints,Good quality (4 rating),Yes,
2025-03-12 01:51:47,Wriddhish Mitter,chanaandrew@example.com,Bengaluru,"Asian Paints, Nippon Paints, Other: Dulux","Nippon Paints, Asian Paints",3.0,,,5.0,"Brand Reputation, Customer Support, Eco-friendliness, Color Variety, Durability",Nippon Paints,Long-lasting durability,Yes,
2025-02-01 02:17:18,Rachit Minhas,akarpe@example.com,Bengaluru,"Berger Paints, Birla Paints","Birla Paints, Berger Paints",,5.0,4.0,,"Availability, Brand Reputation, Eco-friendliness",Berger Paints,"Wide color selection, Value for money, Long-lasting durability",Yes,
2025-02-04 20:00:29,Ryan Madan,bsura@example.com,Bengaluru,"Berger Paints, Nippon Paints, Asian Paints, Birla Paints, Other: Dulux","Birla Paints, Nippon Paints, Berger Paints",3.0,4.0,4.0,3.0,"Eco-friendliness, Price, Customer Support",Berger Paints,"Good customer service, Trusted brand reputation",Yes,Better marketing to explain product differences
2025-03-14 06:25:19,Ranveer Natarajan,urvashi28@example.org,Bengaluru,"Asian Paints, Nippon Paints, Birla Paints",Nippon Paints,2.0,,1.0,4.0,"Price, Customer Support, Brand Reputation, Durability, Color Variety",Nippon Paints,"Good customer service, Eco-friendly options",Yes,
2025-03-14 02:07:15,Januja Chaudhary,yashodharachoudhury@example.com,Bengaluru,"Berger Paints, Asian Paints, Nippon Paints","Berger Paints, Asian Paints",4.0,3.0,,4.0,"Price, Durability, Availability",Asian Paints,"Long-lasting durability, Wide color selection",Yes,
2025-03-10 14:19:10,Raksha Wali,zgoswami@example.net,Bengaluru,"Berger Paints, Nippon Paints, Birla Paints, Other: Jotun","Berger Paints, Nippon Paints",,3.0,1.0,4.0,"Price, Eco-friendliness, Availability",Nippon Paints,Wide color selection,Yes,
2025-02-09 22:35:52,Gaurika Kade,sarkarneel@example.net,Bengaluru,"Nippon Paints, Asian Paints, Berger Paints",Berger Paints,3.0,5.0,,2.0,"Brand Reputation, Availability, Eco-friendliness, Customer Support, Price",Berger Paints,"Trusted brand reputation, Easy availability in Bengaluru, Wide color selection",Yes,
2025-04-03 10:11:07,Jagrati Prabhakar,kulkarnijalsa@example.net,Bengaluru,"Birla Paints, Asian Paints, Berger Paints","Asian Paints, Birla Paints",4.0,2.0,3.0,,"Brand Reputation, Availability, Price, Durability, Eco-friendliness",Asian Paints,"Good quality (4 rating), Good customer service",Yes,
2025-03-10 08:39:21,Dev Kulkarni,saxenaamol@example.com,Bengaluru,"Asian Paints, Berger Paints, Birla Paints",Birla Paints,3.0,3.0,2.0,,"Durability, Brand Reputation, Eco-friendliness, Color Variety, Availability",Birla Paints,Good quality (2 rating),No,
2025-04-19 00:53:52,Ishanvi Kashyap,manyasarraf@example.net,Bengaluru,"Berger Paints, Birla Paints, Nippon Paints",Birla Paints,,4.0,5.0,2.0,"Customer Support, Brand Reputation, Durability, Eco-friendliness",Birla Paints,"Trusted brand reputation, Eco-friendly options",Yes,
2025-04-09 08:34:06,Zaitra Keer,tmerchant@example.com,Bengaluru,"Asian Paints, Berger Paints, Birla Paints, Nippon Paints","Berger Paints, Birla Paints, Asian Paints",4.0,4.0,4.0,2.0,"Color Variety, Eco-friendliness, Price, Customer Support, Availability",Asian Paints,"Trusted brand reputation, Value for money",Yes,Faster drying time for humid Bengaluru climate (specifically for Asian Paints)
2025-03-02 00:59:41,Mohammed Shenoy,fdoctor@example.net,Bengaluru,"Berger Paints, Asian Paints, Nippon Paints, Birla Paints","Asian Paints, Nippon Paints, Berger Paints",3.0,3.0,3.0,4.0,"Color Variety, Customer Support, Availability, Durability",Nippon Paints,Eco-friendly options,Yes,
2025-04-04 18:57:57,Chaaya Bhatia,pben@example.net,Bengaluru,"Asian Paints, Berger Paints, Birla Paints","Birla Paints, Asian Paints, Berger Paints",3.0,4.0,1.0,,"Price, Customer Support, Durability, Brand Reputation",Berger Paints,Wide color selection,Yes,Lower prices
2025-04-28 12:23:44,Hiral Dara,chadoeshi@example.net,Bengaluru,"Berger Paints, Asian Paints, Birla Paints","Berger Paints, Asian Paints, Birla Paints",4.0,2.0,3.0,,"Durability, Eco-friendliness, Price, Color Variety",Asian Paints,Good customer service,Yes,
